Batch_ID,Avg_Pour_Temp,Cooling_Rate_Zone3,Gas_Pretreatment_Level,Alloy_Composition,Mould_Sand_Humidity,Casting_Thickness,Defect_Type
,729.88,1.02,3.0,Al-Cu4,3.47,17.0,No Defect
CAST_B0332,729.98,1.02,5.0,Al-Si7Mg,3.03,,No Defect
,731.47,1.0,5.0,Al-Zn10,3.6,21.3,No Defect
,729.81,1.15,2.0,Al-Si7Mg,4.67,,Gas Porosity
CAST_B0335,728.61,0.94,3.0,Al-Zn10,3.71,20.8,No Defect
,729.7,1.06,5.0,Al-Si7Mg,3.48,,No Defect
CAST_B0337,731.5,1.04,4.0,Al-Zn10,3.66,14.7,No Defect
CAST_B0338,729.79,1.0,5.0,Al-Zn10,3.77,19.0,No Defect
CAST_B0339,727.46,0.71,2.0,Al-Cu4,6.88,19.8,Gas Porosity
CAST_B0340,730.45,0.95,5.0,Al-Zn10,4.13,13.4,No Defect
CAST_B0341,729.84,0.96,4.0,Al-Zn10,3.77,17.7,No Defect
,,0.98,3.0,Al-Si7Mg,4.23,30.8,No Defect
CAST_B0343,,1.03,5.0,Al-Si7Mg,3.16,,No Defect
CAST_B0344,729.67,0.93,5.0,Al-Zn10,3.94,25.3,No Defect
CAST_B0345,730.23,1.0,5.0,Al-Si7Mg,3.49,22.2,No Defect
,731.69,0.96,5.0,Al-Zn10,3.47,18.9,No Defect
CAST_B0347,732.4,,4.0,Al-Si7Mg,3.99,14.4,No Defect
CAST_B0348,730.38,0.91,3.0,Al-Cu4,4.11,13.1,No Defect
CAST_B0349,730.64,0.97,4.0,Al-Cu4,3.82,9.0,No Defect
,738.53,1.92,4.0,Al-Cu4,3.82,34.9,Shrinkage Porosity
CAST_B0351,737.59,1.96,3.0,Al-Cu4,3.82,31.9,Shrinkage Porosity
CAST_B0352,729.72,0.93,3.0,Al-Si7Mg,3.41,21.3,No Defect
CAST_B0353,728.76,1.0,3.0,Al-Zn10,3.69,22.8,No Defect
CAST_B0354,729.32,1.02,5.0,Al-Cu4,2.01,22.9,No Defect
CAST_B0355,729.75,0.93,5.0,Al-Cu4,3.13,23.4,No Defect
CAST_B0356,728.83,0.98,4.0,Al-Zn10,3.98,24.2,No Defect
CAST_B0357,729.62,1.08,5.0,Al-Cu4,3.7,18.8,No Defect
CAST_B0358,,1.09,5.0,Al-Zn10,3.11,18.4,No Defect
CAST_B0359,746.5,1.66,3.0,Al-Zn10,3.11,28.2,Shrinkage Porosity
,729.07,1.08,5.0,Al-Si7Mg,3.2,18.4,No Defect
CAST_B0361,744.67,1.78,2.0,Al-Zn10,3.2,26.8,Shrinkage Porosity
CAST_B0362,730.62,1.04,4.0,Al-Si7Mg,3.36,24.1,No Defect
CAST_B0363,741.56,,5.0,Al-Zn10,3.36,32.4,Shrinkage Porosity
CAST_B0364,730.24,1.02,4.0,Al-Cu4,2.67,7.2,No Defect
CAST_B0365,729.28,1.0,5.0,Al-Si7Mg,3.85,14.9,No Defect
CAST_B0366,740.78,1.71,5.0,Al-Si7Mg,3.85,26.2,Shrinkage Porosity
CAST_B0367,731.38,1.03,3.0,Al-Cu4,3.56,27.0,No Defect
CAST_B0368,729.15,0.97,5.0,Al-Si7Mg,4.04,,No Defect
CAST_B0369,732.27,0.99,4.0,Al-Cu4,3.15,14.2,No Defect
CAST_B0370,,0.9,3.0,Al-Si7Mg,3.42,22.5,No Defect
CAST_B0371,728.75,1.0,5.0,Al-Cu4,3.03,18.0,No Defect
CAST_B0372,738.33,2.29,1.0,Al-Si7Mg,3.03,31.4,Shrinkage Porosity
CAST_B0373,729.68,1.01,4.0,Al-Zn10,2.96,17.2,No Defect
CAST_B0374,730.3,1.01,4.0,Al-Zn10,4.02,27.2,No Defect
CAST_B0375,729.02,1.16,1.0,Al-Cu4,8.35,21.3,Gas Porosity
CAST_B0376,731.35,1.09,3.0,Al-Cu4,2.91,28.3,No Defect
CAST_B0377,730.25,0.96,5.0,Al-Cu4,3.07,15.7,No Defect
CAST_B0378,731.14,0.96,5.0,Al-Zn10,2.42,17.1,No Defect
CAST_B0379,729.82,1.01,5.0,Al-Zn10,3.85,14.8,No Defect
CAST_B0380,731.65,0.96,5.0,Al-Zn10,3.63,22.9,No Defect
CAST_B0381,,1.08,4.0,Al-Zn10,3.5,23.1,No Defect
CAST_B0382,739.66,1.96,1.0,Al-Cu4,3.5,26.4,Shrinkage Porosity
CAST_B0383,729.41,1.0,3.0,Al-Cu4,3.47,19.7,No Defect
CAST_B0384,731.0,1.03,5.0,Al-Cu4,3.55,15.3,No Defect
CAST_B0385,732.04,1.01,4.0,Al-Zn10,2.09,19.5,No Defect
CAST_B0386,731.64,0.95,3.0,Al-Zn10,3.8,27.8,No Defect
CAST_B0387,730.91,1.08,4.0,Al-Cu4,4.38,16.9,No Defect
CAST_B0388,729.04,1.04,3.0,Al-Cu4,2.79,13.4,No Defect
CAST_B0389,729.78,0.94,4.0,Al-Zn10,3.09,4.0,No Defect
CAST_B0390,720.64,0.65,1.0,Al-Si7Mg,7.12,20.1,Gas Porosity
CAST_B0391,736.16,1.93,2.0,Al-Zn10,7.12,24.3,Shrinkage Porosity
CAST_B0392,739.96,1.41,5.0,Al-Si7Mg,7.12,25.8,Shrinkage Porosity
CAST_B0393,728.96,1.0,3.0,Al-Zn10,3.35,24.6,No Defect
CAST_B0394,739.67,1.76,5.0,Al-Cu4,3.35,31.6,Shrinkage Porosity
,730.33,0.98,5.0,Al-Zn10,3.86,,No Defect
CAST_B0396,729.98,1.03,3.0,Al-Zn10,3.39,19.1,No Defect
CAST_B0397,728.24,1.05,,Al-Cu4,3.15,23.1,No Defect
CAST_B0398,730.92,1.08,4.0,Al-Zn10,3.32,15.9,No Defect
CAST_B0399,736.32,1.46,2.0,Al-Cu4,3.32,24.4,Shrinkage Porosity
CAST_B0400,,0.91,4.0,Al-Si7Mg,3.36,20.0,No Defect
CAST_B0401,729.76,0.96,4.0,Al-Cu4,3.5,24.4,No Defect
CAST_B0402,725.87,1.25,1.0,Al-Zn10,5.25,28.1,Gas Porosity
CAST_B0403,742.39,2.53,1.0,Al-Si7Mg,3.56,9.8,Hot Tear
CAST_B0404,731.13,0.99,5.0,Al-Zn10,3.53,11.8,No Defect
CAST_B0405,730.19,1.1,5.0,Al-Cu4,4.03,17.8,No Defect
CAST_B0406,730.8,1.02,3.0,Al-Zn10,4.04,22.9,No Defect
CAST_B0407,726.14,0.9,1.0,Al-Cu4,7.96,23.5,Gas Porosity
CAST_B0408,729.75,0.96,3.0,Al-Cu4,3.11,16.2,No Defect
CAST_B0409,730.8,0.97,3.0,Al-Si7Mg,3.41,18.7,No Defect
CAST_B0410,729.3,1.04,5.0,Al-Si7Mg,4.23,,No Defect
,729.45,1.06,5.0,Al-Cu4,3.61,16.9,No Defect
CAST_B0412,729.98,0.93,4.0,Al-Cu4,3.45,12.4,No Defect
CAST_B0413,730.69,0.9,4.0,Al-Cu4,2.88,25.0,No Defect
CAST_B0414,,1.09,4.0,Al-Si7Mg,3.87,23.3,No Defect
CAST_B0415,733.19,0.84,1.0,Al-Zn10,6.23,18.6,Gas Porosity
CAST_B0416,730.03,0.9,4.0,Al-Zn10,3.41,22.2,No Defect
CAST_B0417,,2.65,3.0,Al-Zn10,3.41,29.1,Shrinkage Porosity
CAST_B0418,729.21,1.04,4.0,Al-Si7Mg,2.77,26.6,No Defect
CAST_B0419,728.78,1.34,2.0,Al-Zn10,3.12,15.7,Gas Porosity
,724.58,1.23,1.0,Al-Cu4,5.49,16.4,Gas Porosity
,729.05,1.03,5.0,Al-Cu4,3.17,16.8,No Defect
CAST_B0422,729.92,1.03,5.0,Al-Cu4,4.04,15.6,No Defect
CAST_B0423,729.93,1.11,3.0,Al-Zn10,4.24,19.0,No Defect
CAST_B0424,728.61,1.06,5.0,Al-Zn10,4.02,21.8,No Defect
CAST_B0425,731.4,1.03,5.0,Al-Si7Mg,2.83,16.1,No Defect
CAST_B0426,722.32,1.19,2.0,Al-Zn10,9.64,9.1,Gas Porosity
CAST_B0427,744.17,1.18,5.0,Al-Zn10,9.64,31.1,Shrinkage Porosity
CAST_B0428,,1.01,4.0,Al-Cu4,2.99,15.3,No Defect
CAST_B0429,731.52,1.07,3.0,Al-Si7Mg,3.13,27.1,No Defect
CAST_B0430,,1.03,5.0,Al-Zn10,3.5,13.3,No Defect
CAST_B0431,722.42,0.75,1.0,Al-Zn10,7.32,24.8,Gas Porosity
CAST_B0432,731.39,0.98,4.0,Al-Cu4,2.95,12.6,No Defect
CAST_B0433,,1.42,2.0,Al-Zn10,2.95,30.3,Shrinkage Porosity
,725.06,0.82,1.0,Al-Zn10,6.03,22.3,Gas Porosity
CAST_B0435,729.21,1.01,5.0,Al-Si7Mg,3.0,,No Defect
CAST_B0436,744.83,1.86,,Al-Zn10,3.0,27.6,Shrinkage Porosity
CAST_B0437,730.04,0.98,3.0,Al-Si7Mg,3.53,24.3,No Defect
,,1.08,3.0,Al-Zn10,3.18,19.9,No Defect
CAST_B0439,713.27,1.05,2.0,Al-Si7Mg,4.35,13.1,Gas Porosity
CAST_B0440,748.18,1.64,5.0,Al-Cu4,2.74,18.0,Hot Tear
CAST_B0441,737.68,1.92,1.0,Al-Zn10,2.74,25.8,Shrinkage Porosity
CAST_B0442,730.36,0.94,3.0,Al-Zn10,3.28,20.0,No Defect
CAST_B0443,,0.97,3.0,Al-Si7Mg,3.44,13.9,No Defect
CAST_B0444,727.89,1.0,5.0,Al-Si7Mg,3.99,,No Defect
CAST_B0445,739.13,1.67,2.0,Al-Zn10,3.99,24.2,Shrinkage Porosity
CAST_B0446,730.67,0.96,4.0,Al-Si7Mg,3.1,15.7,No Defect
CAST_B0447,729.78,1.05,4.0,Al-Zn10,4.18,18.2,No Defect
CAST_B0448,743.4,1.59,5.0,Al-Si7Mg,4.18,29.8,Shrinkage Porosity
CAST_B0449,729.64,0.94,4.0,Al-Zn10,2.8,13.8,No Defect
,729.95,1.04,5.0,Al-Zn10,3.87,23.3,No Defect
CAST_B0451,728.43,1.0,3.0,Al-Cu4,3.44,,No Defect
CAST_B0452,730.8,0.98,5.0,Al-Zn10,4.09,,No Defect
CAST_B0453,,0.92,,Al-Zn10,2.96,22.0,No Defect
CAST_B0454,737.9,1.43,1.0,Al-Zn10,2.96,26.6,Shrinkage Porosity
,746.63,2.44,2.0,Al-Si7Mg,3.97,12.7,Hot Tear
CAST_B0456,737.46,1.66,1.0,Al-Zn10,3.97,23.3,Shrinkage Porosity
CAST_B0457,729.07,0.98,4.0,Al-Si7Mg,3.39,,No Defect
CAST_B0458,,0.94,3.0,Al-Zn10,3.79,22.2,No Defect
CAST_B0459,729.48,0.98,4.0,Al-Zn10,4.18,24.5,No Defect
CAST_B0460,743.03,1.81,2.0,Al-Zn10,4.18,32.9,Shrinkage Porosity
CAST_B0461,731.83,1.02,5.0,Al-Cu4,3.33,17.3,No Defect
CAST_B0462,,1.74,3.0,Al-Si7Mg,3.33,31.4,Shrinkage Porosity
CAST_B0463,730.35,1.04,4.0,Al-Si7Mg,3.49,20.7,No Defect
CAST_B0464,,1.58,3.0,Al-Zn10,3.49,26.3,Shrinkage Porosity
CAST_B0465,728.86,0.96,5.0,Al-Cu4,2.24,23.8,No Defect
CAST_B0466,728.6,0.9,4.0,Al-Si7Mg,3.13,18.9,No Defect
CAST_B0467,732.95,1.67,1.0,Al-Zn10,3.13,27.7,Shrinkage Porosity
CAST_B0468,730.73,0.96,5.0,Al-Si7Mg,3.7,27.1,No Defect
CAST_B0469,731.33,0.98,3.0,Al-Zn10,2.97,27.0,No Defect
CAST_B0470,732.19,1.84,1.0,Al-Cu4,2.97,27.7,Shrinkage Porosity
CAST_B0471,728.64,1.04,3.0,Al-Zn10,3.96,24.7,No Defect
CAST_B0472,729.27,1.04,4.0,Al-Zn10,3.38,16.2,No Defect
CAST_B0473,730.47,1.01,5.0,Al-Si7Mg,4.06,16.7,No Defect
CAST_B0474,731.89,1.0,5.0,Al-Si7Mg,4.16,9.6,No Defect
CAST_B0475,723.12,0.97,2.0,Al-Cu4,5.32,27.6,Gas Porosity
CAST_B0476,727.97,1.2,2.0,Al-Zn10,5.97,24.3,Gas Porosity
CAST_B0477,730.7,0.93,3.0,Al-Cu4,3.93,17.2,No Defect
CAST_B0478,744.06,1.98,5.0,Al-Cu4,3.93,29.1,Shrinkage Porosity
CAST_B0479,745.18,2.42,5.0,Al-Zn10,3.29,20.5,Hot Tear
CAST_B0480,730.76,1.1,5.0,Al-Si7Mg,2.93,24.8,No Defect
CAST_B0481,,1.85,5.0,Al-Zn10,2.93,25.1,Shrinkage Porosity
CAST_B0482,729.23,0.9,5.0,Al-Zn10,3.7,10.1,No Defect
,727.26,0.74,2.0,Al-Cu4,7.18,16.8,Gas Porosity
CAST_B0484,741.75,2.65,1.0,Al-Zn10,4.54,15.5,Hot Tear
CAST_B0485,730.02,0.99,5.0,Al-Si7Mg,3.35,14.3,No Defect
CAST_B0486,729.6,0.97,5.0,Al-Zn10,3.92,10.1,No Defect
CAST_B0487,729.98,1.02,3.0,Al-Si7Mg,1.87,21.3,No Defect
CAST_B0488,745.09,2.26,4.0,Al-Cu4,3.89,18.1,Hot Tear
CAST_B0489,736.69,2.74,1.0,Al-Cu4,2.95,21.9,Hot Tear
CAST_B0490,724.62,1.18,2.0,Al-Si7Mg,7.3,23.0,Gas Porosity
CAST_B0491,730.9,1.02,3.0,Al-Cu4,3.83,22.1,No Defect
CAST_B0492,,1.21,1.0,Al-Zn10,6.4,24.7,Gas Porosity
CAST_B0493,729.16,1.06,3.0,Al-Zn10,3.44,18.5,No Defect
CAST_B0494,,0.96,2.0,Al-Zn10,5.82,24.6,Gas Porosity
,730.41,0.95,5.0,Al-Si7Mg,3.23,15.4,No Defect
CAST_B0496,729.58,0.92,1.0,Al-Cu4,5.77,21.0,Gas Porosity
CAST_B0497,742.27,2.45,1.0,Al-Zn10,5.77,28.0,Shrinkage Porosity
CAST_B0498,715.11,0.84,2.0,Al-Si7Mg,8.39,,Gas Porosity
CAST_B0499,728.85,1.02,3.0,Al-Cu4,3.18,20.1,No Defect
CAST_B0500,730.98,0.95,3.0,Al-Si7Mg,4.18,21.2,No Defect
CAST_B0501,730.61,0.9,5.0,Al-Cu4,3.22,15.5,No Defect
CAST_B0502,731.38,1.05,5.0,Al-Si7Mg,3.48,20.9,No Defect
,,0.97,3.0,Al-Cu4,3.93,19.2,No Defect
CAST_B0504,729.28,0.99,3.0,Al-Si7Mg,2.95,13.1,No Defect
CAST_B0505,729.49,1.0,5.0,Al-Si7Mg,3.38,24.2,No Defect
CAST_B0506,729.05,1.0,4.0,Al-Cu4,3.92,25.6,No Defect
CAST_B0507,728.53,1.11,5.0,Al-Zn10,4.01,14.6,No Defect
CAST_B0508,729.9,1.05,3.0,Al-Zn10,4.58,20.9,No Defect
CAST_B0509,729.22,0.9,3.0,Al-Si7Mg,2.99,22.6,No Defect
CAST_B0510,726.0,1.33,1.0,Al-Cu4,5.48,,Gas Porosity
,741.49,2.13,1.0,Al-Zn10,5.48,27.3,Shrinkage Porosity
CAST_B0512,728.95,1.04,3.0,Al-Zn10,2.77,17.1,No Defect
CAST_B0513,729.95,0.96,4.0,Al-Zn10,3.54,15.7,No Defect
CAST_B0514,729.56,0.97,5.0,Al-Cu4,3.43,15.5,No Defect
CAST_B0515,731.39,1.14,4.0,Al-Cu4,3.58,12.5,No Defect
CAST_B0516,730.04,0.96,4.0,Al-Cu4,3.4,17.9,No Defect
CAST_B0517,720.67,1.28,1.0,Al-Zn10,7.83,,Gas Porosity
CAST_B0518,729.48,1.04,3.0,Al-Cu4,2.82,19.3,No Defect
CAST_B0519,727.24,0.72,1.0,Al-Cu4,9.02,14.1,Gas Porosity
CAST_B0520,730.12,1.02,4.0,Al-Zn10,4.15,24.8,No Defect
CAST_B0521,730.48,0.95,4.0,Al-Si7Mg,3.69,,No Defect
CAST_B0522,,1.01,4.0,Al-Cu4,3.48,21.0,No Defect
CAST_B0523,730.97,0.93,4.0,Al-Si7Mg,4.31,21.2,No Defect
CAST_B0524,727.98,0.75,2.0,Al-Cu4,7.09,21.8,Gas Porosity
CAST_B0525,727.13,0.95,5.0,Al-Si7Mg,3.39,24.5,No Defect
CAST_B0526,729.48,1.02,4.0,Al-Zn10,3.06,26.9,No Defect
CAST_B0527,726.28,0.88,2.0,Al-Zn10,6.08,21.9,Gas Porosity
CAST_B0528,728.97,0.98,4.0,Al-Zn10,3.77,15.5,No Defect
CAST_B0529,731.19,0.98,4.0,Al-Cu4,2.97,,No Defect
CAST_B0530,,1.06,5.0,Al-Cu4,3.49,17.0,No Defect
CAST_B0531,730.01,1.05,4.0,Al-Si7Mg,4.07,24.6,No Defect
CAST_B0532,731.99,1.04,3.0,Al-Zn10,3.38,25.6,No Defect
CAST_B0533,729.36,1.07,3.0,Al-Zn10,3.69,19.0,No Defect
CAST_B0534,729.24,1.0,4.0,Al-Si7Mg,4.09,21.6,No Defect
CAST_B0535,728.9,1.06,4.0,Al-Si7Mg,3.46,28.1,No Defect
CAST_B0536,723.31,0.85,1.0,Al-Zn10,6.99,28.7,Gas Porosity
CAST_B0537,730.86,1.03,3.0,Al-Zn10,3.71,29.3,No Defect
,728.36,0.93,4.0,Al-Cu4,4.09,17.8,No Defect
CAST_B0539,730.93,0.98,5.0,Al-Si7Mg,3.71,23.8,No Defect
CAST_B0540,730.81,0.99,5.0,Al-Si7Mg,3.58,25.3,No Defect
CAST_B0541,737.18,1.62,4.0,Al-Zn10,3.58,25.7,Shrinkage Porosity
CAST_B0542,744.97,2.52,4.0,Al-Zn10,3.11,12.3,Hot Tear
CAST_B0543,728.91,1.01,5.0,Al-Cu4,2.81,14.5,No Defect
CAST_B0544,728.67,1.04,4.0,Al-Cu4,3.25,29.1,No Defect
CAST_B0545,730.27,0.98,5.0,Al-Zn10,3.58,16.4,No Defect
CAST_B0546,731.57,0.95,5.0,Al-Cu4,3.28,,No Defect
CAST_B0547,729.12,0.91,4.0,Al-Zn10,4.28,17.5,No Defect
CAST_B0548,,2.3,1.0,Al-Zn10,3.12,10.7,Hot Tear
CAST_B0549,729.5,1.07,3.0,Al-Si7Mg,4.31,25.4,No Defect
,730.77,1.05,3.0,Al-Zn10,3.29,19.8,No Defect
CAST_B0551,729.79,0.97,4.0,Al-Zn10,3.42,22.1,No Defect
CAST_B0552,740.26,1.78,3.0,Al-Cu4,3.42,28.6,Shrinkage Porosity
CAST_B0553,728.59,0.97,5.0,Al-Si7Mg,4.08,11.1,No Defect
CAST_B0554,742.57,3.01,4.0,Al-Si7Mg,1.28,18.5,Hot Tear
CAST_B0555,727.73,1.05,4.0,Al-Zn10,3.09,14.9,No Defect
CAST_B0556,729.45,1.04,3.0,Al-Si7Mg,3.48,18.2,No Defect
CAST_B0557,,2.09,4.0,Al-Zn10,3.48,,Shrinkage Porosity
CAST_B0558,728.98,1.02,5.0,Al-Cu4,4.4,23.4,No Defect
CAST_B0559,729.78,1.05,5.0,Al-Zn10,3.1,,No Defect
CAST_B0560,728.22,1.05,3.0,Al-Zn10,2.93,23.6,No Defect
CAST_B0561,730.36,0.93,4.0,Al-Zn10,2.43,8.3,No Defect
CAST_B0562,741.22,1.77,2.0,Al-Si7Mg,2.43,25.7,Shrinkage Porosity
CAST_B0563,729.82,0.97,5.0,Al-Cu4,3.19,22.8,No Defect
CAST_B0564,729.25,0.97,5.0,Al-Si7Mg,4.56,9.1,No Defect
CAST_B0565,729.93,0.91,4.0,Al-Zn10,4.03,24.6,No Defect
,729.21,1.04,4.0,Al-Cu4,4.26,15.4,No Defect
CAST_B0567,730.75,0.94,5.0,Al-Cu4,4.32,40.3,No Defect
CAST_B0568,729.63,1.03,4.0,Al-Si7Mg,3.62,20.7,No Defect
CAST_B0569,729.24,,5.0,Al-Cu4,4.77,18.2,No Defect
CAST_B0570,730.42,1.06,3.0,Al-Cu4,3.76,17.5,No Defect
CAST_B0571,,0.94,3.0,Al-Zn10,3.61,19.5,No Defect
CAST_B0572,730.54,0.98,5.0,Al-Cu4,3.25,17.6,No Defect
CAST_B0573,737.98,1.34,3.0,Al-Si7Mg,3.25,,Shrinkage Porosity
CAST_B0574,737.33,1.69,1.0,Al-Si7Mg,3.25,30.5,Shrinkage Porosity
CAST_B0575,737.16,1.71,5.0,Al-Cu4,3.25,,Shrinkage Porosity
CAST_B0576,728.12,0.91,4.0,Al-Zn10,4.62,18.9,No Defect
CAST_B0577,,0.98,3.0,Al-Zn10,3.22,19.1,No Defect
CAST_B0578,,1.01,4.0,Al-Zn10,3.59,,No Defect
CAST_B0579,728.99,1.06,4.0,Al-Si7Mg,3.98,19.8,No Defect
,726.6,0.81,2.0,Al-Zn10,6.02,10.8,Gas Porosity
CAST_B0581,729.46,0.94,5.0,Al-Zn10,3.66,18.5,No Defect
CAST_B0582,729.49,1.06,4.0,Al-Si7Mg,4.09,22.8,No Defect
CAST_B0583,729.92,0.96,4.0,Al-Cu4,3.15,,No Defect
CAST_B0584,729.25,0.97,4.0,Al-Cu4,4.29,17.9,No Defect
CAST_B0585,729.77,0.99,3.0,Al-Si7Mg,3.49,11.2,No Defect
CAST_B0586,728.61,0.93,5.0,Al-Si7Mg,2.77,23.1,No Defect
CAST_B0587,739.3,1.54,4.0,Al-Si7Mg,2.77,26.9,Shrinkage Porosity
CAST_B0588,727.59,1.0,3.0,Al-Zn10,4.0,19.2,No Defect
CAST_B0589,729.48,,5.0,Al-Zn10,3.35,21.4,No Defect
CAST_B0590,727.75,1.03,4.0,Al-Cu4,4.1,16.8,No Defect
CAST_B0591,730.95,0.99,3.0,Al-Zn10,3.57,26.3,No Defect
CAST_B0592,743.97,2.89,1.0,Al-Si7Mg,4.37,15.1,Hot Tear
CAST_B0593,729.57,0.98,3.0,Al-Zn10,4.18,17.6,No Defect
CAST_B0594,728.9,1.05,4.0,Al-Si7Mg,2.46,,No Defect
CAST_B0595,732.4,1.03,3.0,Al-Zn10,3.91,16.5,No Defect
CAST_B0596,738.05,1.84,5.0,Al-Zn10,3.91,25.1,Shrinkage Porosity
CAST_B0597,737.82,2.18,2.0,Al-Si7Mg,3.91,24.4,Shrinkage Porosity
CAST_B0598,745.45,,3.0,Al-Si7Mg,3.78,16.5,Hot Tear
CAST_B0599,739.73,1.26,5.0,Al-Cu4,3.78,27.7,Shrinkage Porosity
CAST_B0600,729.91,1.0,5.0,Al-Zn10,3.79,20.8,No Defect
CAST_B0601,730.06,0.98,4.0,Al-Zn10,2.71,18.1,No Defect
CAST_B0602,,0.96,3.0,Al-Cu4,3.27,16.0,No Defect
CAST_B0603,737.37,1.4,4.0,Al-Zn10,3.27,29.3,Shrinkage Porosity
CAST_B0604,729.77,1.0,,Al-Zn10,4.46,14.1,No Defect
CAST_B0605,729.83,0.99,4.0,Al-Cu4,3.29,19.5,No Defect
CAST_B0606,,0.68,1.0,Al-Si7Mg,5.08,21.4,Gas Porosity
,,0.99,5.0,Al-Zn10,3.02,17.6,No Defect
CAST_B0608,742.98,1.78,2.0,Al-Si7Mg,3.02,23.7,Shrinkage Porosity
CAST_B0609,730.25,0.99,3.0,Al-Zn10,3.87,8.7,No Defect
CAST_B0610,731.15,1.05,4.0,Al-Si7Mg,4.03,16.9,No Defect
CAST_B0611,,1.05,1.0,Al-Si7Mg,4.89,23.0,Gas Porosity
CAST_B0612,,1.07,4.0,Al-Cu4,3.73,24.1,No Defect
CAST_B0613,,0.97,5.0,Al-Zn10,3.7,20.0,No Defect
CAST_B0614,728.62,0.96,3.0,Al-Zn10,3.68,5.6,No Defect
CAST_B0615,735.38,1.04,1.0,Al-Si7Mg,7.92,10.3,Gas Porosity
CAST_B0616,728.78,1.06,3.0,Al-Zn10,3.61,20.7,No Defect
,729.88,1.0,3.0,Al-Cu4,2.5,23.8,No Defect
CAST_B0618,729.87,1.09,5.0,Al-Si7Mg,3.49,18.8,No Defect
CAST_B0619,718.01,0.75,1.0,Al-Si7Mg,6.63,17.0,Gas Porosity
CAST_B0620,731.92,0.99,5.0,Al-Zn10,3.31,24.7,No Defect
CAST_B0621,729.69,0.97,4.0,Al-Si7Mg,2.83,15.4,No Defect
CAST_B0622,731.0,0.98,5.0,Al-Zn10,3.23,18.7,No Defect
CAST_B0623,737.72,1.95,2.0,Al-Si7Mg,3.23,35.7,Shrinkage Porosity
CAST_B0624,741.28,1.3,4.0,Al-Zn10,3.23,27.6,Shrinkage Porosity
CAST_B0625,727.71,0.79,1.0,Al-Si7Mg,8.99,21.9,Gas Porosity
CAST_B0626,727.71,1.02,3.0,Al-Zn10,3.16,25.7,No Defect
CAST_B0627,728.9,,4.0,Al-Zn10,3.56,22.1,No Defect
CAST_B0628,718.44,0.98,2.0,Al-Cu4,5.27,25.7,Gas Porosity
CAST_B0629,726.46,0.99,2.0,Al-Cu4,8.12,20.6,Gas Porosity
CAST_B0630,729.93,1.08,3.0,Al-Zn10,3.63,15.6,No Defect
CAST_B0631,730.78,0.99,5.0,Al-Cu4,4.21,34.6,No Defect
CAST_B0632,729.53,1.01,5.0,Al-Cu4,3.79,24.6,No Defect
CAST_B0633,,1.05,5.0,Al-Zn10,2.97,21.4,No Defect
CAST_B0634,731.44,1.01,4.0,Al-Cu4,2.67,18.5,No Defect
CAST_B0635,729.94,0.97,5.0,Al-Si7Mg,3.34,20.5,No Defect
CAST_B0636,729.86,1.04,4.0,Al-Cu4,3.13,,No Defect
CAST_B0637,729.55,0.97,5.0,Al-Zn10,2.94,13.1,No Defect
CAST_B0638,730.12,0.94,4.0,Al-Cu4,3.45,22.3,No Defect
CAST_B0639,730.64,1.02,4.0,Al-Cu4,4.14,10.9,No Defect
CAST_B0640,730.42,0.86,3.0,Al-Cu4,3.06,,No Defect
CAST_B0641,729.87,1.02,4.0,Al-Si7Mg,4.12,24.2,No Defect
CAST_B0642,729.96,0.92,3.0,Al-Cu4,3.8,18.8,No Defect
CAST_B0643,730.59,1.07,5.0,Al-Cu4,2.82,21.4,No Defect
CAST_B0644,721.74,0.95,1.0,Al-Cu4,5.43,22.5,Gas Porosity
CAST_B0645,731.08,1.04,4.0,Al-Zn10,2.96,25.2,No Defect
CAST_B0646,730.74,0.99,5.0,Al-Cu4,3.97,18.6,No Defect
CAST_B0647,722.39,0.74,2.0,Al-Cu4,5.62,16.9,Gas Porosity
CAST_B0648,,1.03,4.0,Al-Cu4,3.39,21.1,No Defect
CAST_B0649,730.67,1.0,3.0,Al-Zn10,4.35,18.8,No Defect
CAST_B0650,733.59,1.88,2.0,Al-Zn10,4.35,33.2,Shrinkage Porosity
CAST_B0651,731.51,1.03,3.0,Al-Zn10,3.63,20.9,No Defect
CAST_B0652,729.09,0.99,3.0,Al-Si7Mg,3.36,13.2,No Defect
CAST_B0653,731.37,1.04,4.0,Al-Si7Mg,3.59,17.1,No Defect
CAST_B0654,731.24,1.12,5.0,Al-Si7Mg,3.62,20.7,No Defect
CAST_B0655,723.12,0.63,1.0,Al-Cu4,6.15,17.1,Gas Porosity
CAST_B0656,,1.01,4.0,Al-Cu4,3.13,,No Defect
CAST_B0657,729.71,1.03,4.0,Al-Zn10,3.83,25.9,No Defect
CAST_B0658,730.69,0.92,3.0,Al-Zn10,3.24,11.0,No Defect
CAST_B0659,729.86,1.01,4.0,Al-Si7Mg,3.23,24.0,No Defect
CAST_B0660,730.99,1.01,3.0,Al-Cu4,3.86,27.3,No Defect
CAST_B0661,741.43,2.08,4.0,Al-Cu4,3.86,24.6,Shrinkage Porosity
CAST_B0662,730.44,1.03,4.0,Al-Zn10,3.79,16.9,No Defect
CAST_B0663,729.37,0.96,5.0,Al-Si7Mg,3.84,,No Defect
CAST_B0664,,2.04,1.0,Al-Si7Mg,3.84,30.8,Shrinkage Porosity
