Household_ID,Location,Annual_Income_Lakhs,Annual_Expenditure_Lakhs
1620,Rural,26.49,13.94
1580,Urban,21.64,19.07
1363,Rural,11.45,8.45
735,Urban,24.99,16.77
2961,Urban,31.25,22.45
4104,Urban,26.2,19.64
4654,Rural,10.97,8.2
4078,Urban,27.66,17.78
2643,Rural,17.59,10.43
226,Urban,5.78,9.24
3723,Rural,10.82,6.58
1784,Rural,13.79,6.85
3862,Rural,29.33,17.8
3850,Urban,5.39,3.92
1893,Rural,32.83,18.28
1868,Urban,9.57,9.87
4756,Rural,,10.91
4378,Rural,16.69,10.38
1776,Urban,12.9,14.71
3406,Rural,10.49,5.65
3232,Rural,18.01,11.29
1182,Urban,10.51,13.52
2768,Urban,15.72,15.26
3537,Urban,8.22,8.56
4208,Urban,25.3,23.21
333,Urban,6.7,3.93
1434,Rural,,13.23
2922,Rural,26.07,14.41
4631,Urban,8.91,9.34
3502,Rural,13.59,6.86
3721,Urban,13.71,11.6
1461,Urban,12.22,14.18
3696,Urban,22.78,19.4
3597,Urban,20.42,15.3
4411,Urban,8.88,12.6
3110,Rural,27.88,15.28
2833,Urban,10.39,9.2
2674,Urban,20.36,17.04
4694,Urban,30.24,28.08
262,Rural,29.62,18.07
2880,Urban,5.39,7.38
2705,Rural,5.52,4.63
2751,Urban,8.91,8.91
2165,Urban,,16.9
1845,Rural,32.19,18.74
28,Urban,5.64,7.67
3192,Rural,16.24,10.28
180,Urban,32.31,26.05
4657,Rural,33.29,18.16
2297,Urban,8.91,9.89
1174,Urban,29.93,24.94
1905,Rural,12.14,9.21
3671,Urban,33.36,26.0
3444,Rural,16.9,10.01
1198,Rural,30.11,14.09
759,Rural,17.57,10.42
4761,Urban,32.68,22.81
168,Urban,8.04,10.68
565,Urban,32.85,25.69
3284,Rural,14.21,7.82
1484,Urban,4.31,4.58
1665,Rural,31.7,18.29
3469,Rural,13.14,5.49
1066,Rural,28.61,12.72
1129,Urban,8.69,9.8
4483,Urban,23.04,16.46
604,Urban,24.32,18.07
1891,Urban,18.28,16.61
3351,Urban,29.73,24.41
4928,Urban,34.98,22.05
2173,Urban,15.73,15.41
4007,Urban,13.34,13.09
1261,Urban,7.73,7.56
634,Urban,9.84,12.67
3429,Rural,13.57,6.69
2809,Urban,11.97,10.81
4887,Urban,31.63,23.37
3231,Urban,10.29,7.02
292,Urban,9.71,9.01
4917,Urban,7.8,8.87
4553,Urban,26.73,21.14
795,Urban,19.59,15.68
1695,Urban,21.42,17.06
1183,Rural,7.61,5.02
3198,Rural,,8.36
1077,Urban,14.02,13.02
218,Rural,27.01,15.68
4264,Urban,23.63,18.29
1327,Urban,33.47,23.1
3323,Rural,10.39,6.54
3716,Urban,30.2,22.18
3190,Rural,15.31,12.36
2081,Urban,14.4,11.75
1501,Urban,10.24,11.57
2143,Rural,28.01,14.99
2861,Rural,5.72,6.23
4626,Rural,14.24,9.93
3094,Rural,34.26,17.78
2908,Urban,28.68,21.18
4130,Urban,33.47,25.98
3071,Rural,17.5,11.01
4704,Urban,28.8,20.59
2001,Urban,5.2,8.99
1524,Urban,9.79,10.11
2848,Urban,19.31,13.71
1148,Rural,19.11,10.93
775,Rural,4.87,3.25
3877,,6.94,5.3
1779,Urban,34.67,25.37
1930,Urban,23.78,16.96
3167,Rural,5.62,3.71
4832,Rural,31.76,18.52
4982,Urban,22.7,13.36
95,Rural,5.4,2.78
399,Rural,16.23,9.24
1097,Urban,5.62,9.71
2794,Urban,24.22,18.35
1245,Rural,27.46,14.37
3917,Rural,19.94,13.25
4580,Rural,10.85,3.37
2777,Urban,14.57,14.95
1186,Rural,28.88,15.13
3431,Urban,10.17,10.8
4194,Rural,29.1,15.43
982,Rural,4.53,3.02
4639,Rural,17.57,8.05
2778,Urban,28.9,21.7
30,Urban,7.76,5.69
922,Urban,33.94,27.05
974,Urban,,21.61
1742,Rural,7.51,6.0
3481,Urban,4.09,7.41
4367,Urban,20.47,15.07
1814,Urban,28.66,20.54
2393,Urban,29.12,19.71
3353,Rural,30.43,14.99
3978,Urban,26.33,19.19
4794,Urban,12.2,11.38
3945,Urban,13.41,12.19
2978,Urban,27.48,22.46
2841,Urban,21.62,18.91
3248,Urban,22.32,18.08
1703,Urban,15.75,13.83
1105,,7.93,5.15
2855,Urban,19.37,14.46
4605,Rural,24.26,13.36
4277,Urban,13.0,7.82
3995,Urban,13.18,11.13
2902,Rural,10.86,7.95
2728,Urban,17.16,12.87
1101,Urban,14.93,14.49
719,Urban,6.88,9.52
4615,Urban,34.46,24.36
746,Rural,25.45,10.28
4729,Rural,9.77,6.83
3376,Rural,16.03,11.07
826,Rural,15.2,8.34
3456,Urban,8.39,11.88
4218,Urban,32.23,24.3
3063,Urban,33.41,22.55
2343,Urban,25.51,18.35
3766,Urban,28.93,19.85
4207,Urban,19.53,15.44
2566,Urban,31.72,21.61
4746,Urban,25.33,22.42
538,Urban,31.19,23.1
3452,Rural,7.57,6.36
2629,Urban,31.94,25.42
4440,Urban,26.17,20.65
2963,Urban,8.0,8.77
2232,Urban,17.71,12.56
3765,Urban,9.1,9.66
2557,Urban,9.85,8.84
4110,Urban,26.24,18.93
1707,Rural,32.83,12.31
2450,Urban,7.6,8.13
223,Urban,9.21,10.36
1127,Urban,19.8,15.01
2378,Rural,16.49,10.53
3451,Urban,24.88,16.24
158,Rural,27.45,14.65
2054,Rural,19.0,9.08
856,Urban,27.63,23.12
601,Urban,12.31,16.4
4259,Urban,28.02,19.49
3177,Rural,11.32,6.05
1959,Rural,25.78,15.5
432,Rural,6.75,7.16
3593,Urban,16.49,14.35
3786,,18.62,16.19
4838,Urban,11.59,9.7
3500,Rural,13.8,7.98
2114,Rural,9.93,5.53
1386,Urban,23.48,13.05
4892,Urban,6.61,11.46
3473,Rural,17.75,10.85
480,Urban,13.43,12.52
4669,Rural,25.89,11.1
3464,Urban,28.91,21.54
2982,Urban,10.54,8.87
125,Urban,32.3,17.1
2186,Rural,32.59,18.15
3769,Urban,16.36,13.62
1322,Urban,19.79,15.5
3398,Rural,17.95,9.53
379,Rural,29.11,14.33
3355,Urban,10.12,9.46
3752,Rural,10.09,5.94
3600,Rural,24.32,12.79
973,Rural,28.96,12.44
3283,Rural,31.08,18.57
3032,Urban,23.91,22.05
3576,Urban,6.17,10.55
2576,Rural,9.23,3.77
925,Urban,11.61,12.73
3122,Urban,23.5,14.85
2051,Urban,31.23,24.47
1976,,,10.22
1804,Urban,18.39,15.05
2724,Urban,27.2,23.02
473,Urban,5.89,8.03
2394,Urban,20.63,16.03
4202,Urban,17.73,12.8
4727,Rural,29.45,15.98
721,Rural,7.24,3.54
4052,Rural,20.96,6.88
4823,Urban,25.03,17.1
3804,Rural,34.75,21.98
1963,Rural,33.56,19.34
2240,Urban,17.46,11.88
4020,Urban,24.43,17.66
3257,Rural,11.81,6.6
4614,Urban,7.24,10.02
983,Urban,33.77,26.23
3745,Urban,20.01,17.03
2167,Rural,30.65,16.27
4869,Urban,32.23,22.85
395,Urban,26.26,21.52
2072,Urban,17.41,15.85
2102,Urban,10.24,9.54
4182,Rural,16.64,10.01
2479,Urban,31.02,22.27
1167,Rural,16.63,8.02
3297,Rural,23.15,9.25
382,Rural,19.64,14.07
3203,Urban,33.05,21.9
2035,Rural,17.82,10.53
1062,Rural,14.33,8.39
3738,Rural,6.48,4.24
3596,Rural,20.83,11.8
265,Rural,34.13,15.03
1653,Urban,13.94,13.48
2571,Urban,15.38,14.28
2804,Rural,13.77,10.93
4905,Rural,32.44,15.8
3413,Urban,14.86,11.22
2344,Urban,19.17,16.53
4180,Urban,4.18,7.96
3416,Urban,5.49,5.56
367,Rural,22.95,14.65
365,Rural,19.97,7.05
534,Urban,28.65,22.67
3482,Urban,11.69,10.96
4170,Urban,12.85,14.68
2490,Urban,29.03,22.58
4910,Urban,4.94,7.41
2220,Urban,32.28,21.12
750,Rural,25.29,11.89
4785,Urban,20.81,14.7
1815,Urban,18.79,16.18
742,Urban,21.65,15.45
2259,Urban,26.33,20.8
4575,Rural,15.78,10.09
4665,Rural,13.47,6.03
4504,Urban,32.8,25.05
2149,Urban,17.73,15.56
3108,Urban,19.34,14.13
2729,Urban,32.94,25.63
3778,Urban,,9.96
3010,Urban,5.23,5.74
4602,Rural,27.95,13.44
415,Rural,,5.99
975,Urban,12.96,12.7
3690,Urban,,7.96
291,Urban,12.74,12.85
1720,Urban,13.03,10.52
1944,Rural,5.46,1.73
3054,Urban,25.49,19.93
4757,Urban,11.52,13.6
2527,Urban,22.15,17.21
4779,Urban,16.37,15.9
1098,Urban,30.43,25.43
2373,Rural,7.08,8.98
3424,Urban,4.36,9.82
545,Rural,23.41,13.58
3455,Rural,33.29,19.62
4770,Urban,9.59,6.51
1643,Urban,,17.17
3486,Urban,,20.32
2546,Urban,5.45,7.66
136,Urban,15.69,17.38
1281,Rural,29.63,16.13
3909,Urban,21.17,18.85
261,Rural,10.32,6.38
197,Rural,26.89,17.25
2052,Urban,20.34,16.66
4692,Urban,,17.37
763,Urban,33.16,25.49
4834,Urban,34.86,29.0
959,Urban,27.86,17.51
4886,Rural,24.88,15.83
2735,Rural,6.71,5.48
4547,Urban,8.51,7.52
4447,Urban,34.09,24.87
621,Urban,7.16,7.83
316,Rural,18.04,11.0
4404,Urban,13.33,12.81
568,Urban,26.49,22.69
2091,Rural,6.82,7.78
4927,Urban,17.8,15.0
3260,Rural,28.6,19.41
2537,Rural,28.46,12.7
2793,Urban,17.3,16.51
3088,Urban,26.62,19.61
1646,Rural,16.73,9.61
2059,Rural,31.89,18.75
3751,Rural,22.9,15.93
3183,Urban,6.14,8.76
4413,Rural,27.37,13.51
4011,Urban,12.89,12.24
2602,Urban,9.48,12.35
1915,Urban,13.05,11.56
4942,Urban,5.67,5.07
4016,Urban,6.3,8.3
423,Urban,34.22,28.15
1866,Rural,13.4,7.6
4422,Rural,21.02,13.66
1621,Urban,7.51,10.57
4116,Urban,18.75,14.2
4836,Urban,4.46,6.31
4672,Rural,25.64,14.85
4507,Rural,6.74,6.59
3295,Rural,27.91,14.76
4161,Urban,32.18,22.15
961,Urban,16.41,14.44
2655,Rural,27.32,17.18
182,Urban,29.72,24.11
1317,Urban,26.43,22.27
3966,Rural,24.51,11.5
4029,Rural,34.91,17.73
3646,Urban,17.92,17.35
3066,Urban,4.46,6.34
1908,Urban,28.86,23.27
1464,Rural,12.31,7.93
3131,Rural,28.13,14.36
4066,Urban,18.39,15.13
2370,Rural,31.93,18.47
1480,Urban,7.93,9.07
4640,Rural,4.67,2.37
821,Rural,30.13,15.95
1548,Urban,,14.65
4873,Urban,12.16,12.7
1495,Rural,33.95,18.81
790,Rural,10.55,7.07
1774,Rural,9.11,2.85
3405,Rural,18.09,8.56
389,Rural,21.71,11.09
1191,Urban,,20.77
2608,Urban,23.37,14.26
2775,Urban,14.36,9.66
403,Urban,33.7,22.78
3233,Urban,28.71,21.95
4638,Rural,4.57,4.44
3753,Urban,11.79,11.61
1892,Urban,31.92,23.82
1378,Urban,29.66,22.59
3152,Urban,29.54,18.38
2781,Urban,18.12,13.21
4601,Urban,4.59,7.78
620,Rural,9.97,8.74
4319,Urban,24.1,18.57
165,Urban,8.59,7.39
1773,Rural,23.72,11.31
1265,Urban,30.12,23.95
2142,Urban,8.11,8.43
3479,Urban,24.26,19.73
2860,Urban,10.1,8.25
135,Rural,33.87,17.78
1546,Urban,6.67,4.52
4351,Rural,7.48,7.09
1745,Urban,18.79,14.84
2816,Rural,19.99,8.46
3603,Urban,30.7,23.6
3407,Rural,4.12,3.06
1010,Urban,11.85,12.48
1401,Urban,25.21,19.97
1408,Rural,13.75,9.12
3212,Rural,27.58,17.22
4058,Urban,11.08,11.44
1047,Urban,7.28,7.97
2292,Urban,6.42,7.32
3179,Rural,5.25,1.77
260,Urban,31.21,21.2
3166,Urban,15.26,12.5
2703,Urban,23.99,16.68
2470,Urban,14.36,16.14
2597,Urban,10.49,7.32
618,Urban,11.54,13.5
2837,Rural,22.78,15.9
4253,Urban,11.7,13.38
3924,Urban,29.67,24.28
2456,Urban,34.97,30.13
4452,Urban,23.41,17.39
3906,Urban,,16.93
1096,Urban,27.0,20.4
4198,Urban,33.76,23.05
3457,Urban,23.93,18.46
1173,Rural,5.69,1.15
3025,Urban,11.13,10.75
4127,Rural,16.89,7.69
1142,Urban,15.21,13.72
2807,Rural,26.3,14.72
433,Rural,24.98,14.29
1606,Urban,7.62,10.55
3857,,10.64,10.58
4876,Rural,6.76,5.52
244,Urban,32.21,22.39
2849,Urban,7.67,4.81
406,Rural,31.76,18.98
695,Urban,27.4,20.25
4828,Urban,20.64,15.77
1958,,25.0,18.23
2025,Urban,22.72,17.72
2956,Rural,20.42,10.17
704,Urban,,11.93
118,Urban,18.94,13.89
746,Rural,25.45,10.28
1391,Urban,6.73,6.69
1040,Urban,30.86,22.21
149,Urban,23.33,15.41
3912,Urban,28.09,18.35
346,Rural,20.66,9.13
1897,Rural,29.01,15.9
1113,Urban,32.62,18.53
928,Urban,24.88,19.6
307,Urban,18.79,16.5
4868,Urban,10.12,10.45
4255,Urban,27.9,22.14
4858,Rural,21.38,10.54
1319,Urban,24.08,16.65
2677,,27.23,19.96
3946,Urban,30.78,22.25
1562,Urban,14.03,12.34
853,Urban,30.4,23.48
4372,Urban,9.94,10.31
3542,Rural,24.9,12.52
654,Rural,14.93,8.98
4560,Rural,22.19,12.5
1445,Rural,22.45,12.79
2125,Rural,16.71,11.39
1741,Rural,9.3,2.75
4964,Rural,21.05,9.12
3598,Urban,14.78,11.54
823,Urban,25.97,20.13
2756,Urban,27.2,23.23
3840,Rural,5.52,4.53
3742,Rural,16.98,9.93
2311,Urban,33.97,23.76
4549,Rural,18.58,11.43
4136,Urban,21.12,15.24
2553,Rural,24.52,15.59
3674,Urban,10.64,10.43
2458,Rural,16.55,5.79
2390,Rural,17.14,8.57
2493,Rural,14.44,10.9
977,Urban,5.55,6.78
3609,Rural,23.85,15.79
2371,Rural,24.9,13.22
4882,Urban,21.54,14.2
4821,Urban,23.73,15.52
4815,Rural,33.67,18.65
11,Urban,9.13,10.15
3750,Rural,7.13,7.04
4715,Urban,18.9,15.49
1806,Rural,28.79,14.28
624,Urban,27.56,18.5
210,Urban,9.6,10.59
2575,Urban,4.26,7.28
4577,Urban,26.26,19.31
1072,Urban,13.46,15.03
2083,Urban,17.42,15.5
4550,Rural,33.59,18.07
1297,Urban,14.86,15.99
659,Rural,33.84,18.23
3491,Urban,29.12,18.71
4890,Rural,13.17,10.04
685,Rural,8.47,5.2
587,Urban,17.23,15.17
4363,Rural,17.0,12.22
3314,Urban,22.76,18.81
1955,Rural,29.4,15.06
1027,Rural,31.12,14.36
2579,Urban,32.42,27.25
2988,Urban,,13.14
3121,Urban,12.99,12.9
1214,Rural,14.87,8.29
1757,Rural,29.94,17.69
2666,Urban,12.6,8.68
3830,Urban,12.13,12.34
4155,Urban,9.24,9.21
3026,Urban,16.59,11.78
4059,Rural,10.82,5.25
2092,Rural,32.62,18.19
2994,Urban,13.76,13.31
1321,Urban,23.16,18.47
3043,Urban,5.27,8.54
2244,Rural,20.49,10.09
3158,Urban,15.93,12.21
4686,Urban,17.97,14.9
2786,Urban,19.17,13.8
1275,Urban,22.32,19.6
4870,Rural,9.41,6.44
2662,Rural,23.27,14.36
3621,Rural,34.88,21.57
81,Rural,6.32,2.8
1243,Rural,20.87,12.43
921,Rural,7.39,5.96
4329,Urban,14.47,14.62
4352,Urban,14.78,10.27
4015,Rural,11.86,5.22
3502,Rural,13.59,6.86
3344,Urban,18.5,15.55
560,Rural,,16.59
999,Rural,19.04,8.91
2944,Rural,9.08,7.22
2549,Urban,29.72,21.15
3679,Rural,20.55,14.2
3223,Urban,7.03,9.53
4263,Urban,25.31,19.66
4545,Urban,14.36,10.91
4953,,16.0,12.04
3135,Urban,25.13,17.32
373,Urban,17.39,13.37
2949,Urban,32.89,23.17
2188,Rural,15.78,6.63
3497,Rural,,19.15
58,Urban,12.58,15.87
1565,Rural,8.8,6.97
3293,Urban,6.2,7.16
3021,Urban,19.43,18.91
4401,Urban,25.29,19.63
4085,Urban,14.21,13.81
3735,Urban,15.96,15.53
4128,Rural,22.63,17.71
4190,Rural,29.24,12.08
4899,Urban,29.76,17.34
744,Urban,34.74,25.21
4362,Rural,29.74,16.19
4189,Rural,33.57,20.76
1855,Rural,4.6,2.89
4551,Rural,7.59,4.9
364,Urban,25.54,19.15
3448,Rural,30.62,19.5
2002,Urban,9.79,10.61
396,Rural,15.53,11.32
1487,Urban,33.47,22.49
736,Rural,25.16,11.75
3919,Rural,17.76,10.62
609,Urban,17.92,13.55
2901,Urban,21.89,16.0
2995,Urban,7.62,7.9
2123,Rural,20.56,14.5
984,Urban,5.38,6.46
4852,Urban,34.16,28.88
1388,Urban,27.02,21.0
2595,Urban,7.64,7.18
3236,Urban,20.99,13.91
3304,Urban,10.66,10.15
2420,Urban,26.14,23.8
345,Urban,33.78,22.86
2255,Rural,13.94,8.62
1029,Urban,26.32,17.78
4891,Urban,26.23,20.63
4302,Rural,19.35,14.53
1816,Rural,8.06,5.4
140,Rural,32.91,22.46
905,Urban,7.07,9.04
4117,Rural,22.69,14.08
4895,Urban,26.62,24.98
4359,Urban,30.48,19.75
1282,Rural,21.44,11.44
1008,Rural,6.26,1.55
4099,Urban,,23.62
2383,Rural,34.6,20.88
1543,Urban,,22.45
4784,Urban,,20.69
4628,Urban,31.04,25.29
4500,Urban,10.66,9.39
2588,Rural,26.65,16.75
934,Urban,,26.66
4248,,17.96,16.4
1083,Urban,15.7,13.22
3673,Rural,19.43,10.37
3554,Urban,16.81,12.02
4519,Urban,20.41,18.82
4079,Rural,26.4,15.41
3422,Rural,11.86,8.81
3488,Urban,,17.47
1943,Rural,24.86,12.84
4867,Urban,,14.39
3263,Urban,27.51,16.62
1795,Urban,18.49,14.63
2765,Urban,24.44,20.02
60,,14.76,12.09
3094,,34.26,17.78
2355,Rural,9.22,6.21
896,Urban,11.62,7.34
4072,Rural,,12.25
1002,Urban,9.34,10.03
676,Rural,5.04,4.83
4306,Urban,8.31,10.5
456,Urban,10.74,12.36
4050,Urban,20.02,13.61
1367,Rural,15.06,8.54
3159,Rural,16.47,8.59
1710,Rural,32.0,18.5
4748,Urban,13.51,11.19
3545,Rural,16.34,6.9
2627,Urban,31.58,21.82
3785,Rural,21.56,14.65
3889,Rural,13.64,11.53
4064,Urban,16.17,11.72
4790,Urban,4.62,6.59
2784,Rural,4.4,5.26
3034,Urban,7.39,8.64
1614,Urban,5.13,6.58
2853,Urban,28.5,16.6
4055,Rural,21.84,10.76
4160,Urban,16.46,14.44
120,Urban,12.74,13.6
1535,,6.34,10.89
3453,Rural,25.54,17.38
690,Urban,24.02,18.0
4661,Urban,21.37,16.65
2675,Rural,20.05,9.3
2042,Urban,16.24,17.35
1346,Urban,6.27,6.23
2756,Urban,27.2,23.23
2937,Rural,19.8,10.02
4214,Urban,16.47,14.89
3115,Urban,16.66,15.88
3104,Urban,5.47,8.79
2389,Rural,12.87,6.76
2118,Rural,6.04,5.44
1334,Rural,,11.12
778,Rural,8.53,6.66
2648,Urban,10.2,11.93
2547,Urban,28.17,22.45
970,Urban,29.59,19.02
1746,Urban,34.83,24.31
2485,Urban,16.51,13.24
1935,Rural,33.38,22.52
4696,Rural,21.11,10.46
2425,Urban,18.54,15.49
706,Rural,12.24,9.89
1145,Urban,28.28,20.36
4081,Rural,14.48,6.08
4607,Rural,29.23,16.1
2279,Rural,27.51,18.27
1258,Urban,24.57,19.89
2341,Rural,33.27,21.5
1050,Urban,,24.93
4880,Rural,21.2,11.93
1020,Urban,6.77,9.72
516,Urban,28.05,21.42
3524,Urban,17.22,13.65
1313,Urban,24.79,21.3
1517,,,20.07
1276,Urban,24.23,17.79
2163,Urban,23.51,19.87
2185,Rural,11.07,8.23
828,Urban,6.19,9.53
3666,Urban,21.32,16.79
2216,Urban,22.96,18.02
4086,Urban,8.29,10.41
4529,Urban,34.66,24.31
2010,Urban,10.46,13.1
2534,Urban,19.51,15.61
546,Urban,6.33,6.1
1813,Urban,4.4,4.07
3348,Urban,5.02,6.82
990,Rural,29.5,15.72
513,Rural,30.9,14.83
2996,Rural,12.47,8.27
4296,Urban,31.97,24.19
3883,Rural,5.06,0.36
446,Rural,10.17,7.25
4963,Urban,19.01,16.47
3812,Urban,16.46,13.96
2231,Rural,4.29,4.29
4006,Urban,14.56,17.9
3763,Urban,20.22,19.23
641,Urban,21.76,16.41
1374,Urban,32.28,25.43
2435,Rural,4.71,4.26
4747,Urban,28.57,23.53
1457,Rural,23.08,14.36
2020,Rural,27.18,15.28
428,Rural,11.49,6.76
603,Urban,7.88,12.52
3680,Urban,8.46,7.64
2385,Urban,25.31,19.43
1970,Urban,18.6,14.53
2999,Urban,32.16,21.94
92,Rural,5.64,4.27
4926,Urban,6.85,9.07
1822,Urban,,16.55
1832,Rural,6.76,7.19
727,Urban,10.11,9.39
3112,Urban,13.46,11.82
281,Rural,34.63,12.33
2282,Urban,5.66,7.84
3328,Urban,32.0,26.2
2003,Rural,29.77,14.15
4219,Rural,30.24,15.1
1713,Rural,25.98,13.49
242,Rural,17.04,8.55
4171,Urban,12.4,12.85
2512,Rural,34.86,19.29
4471,Rural,18.42,11.3
799,Rural,33.89,18.24
454,Rural,16.75,11.41
760,Rural,13.62,8.56
1483,Urban,23.3,15.46
1526,Urban,34.96,25.02
4682,Urban,4.74,6.06
2958,Rural,29.78,13.76
1625,Urban,29.37,19.78
4303,Rural,30.24,14.0
3472,Rural,12.74,4.28
2947,Urban,23.37,20.56
3087,Urban,33.47,27.41
2639,Rural,5.75,0.74
3079,Urban,15.46,15.46
3098,Urban,9.92,12.31
3659,Rural,8.83,6.15
4837,Urban,31.59,21.41
3883,Rural,5.06,0.36
2192,Rural,19.08,8.76
4948,Rural,12.36,5.34
793,Urban,33.93,25.42
2903,Urban,12.34,11.99
2825,Urban,18.0,16.08
872,Urban,11.34,13.94
2205,Rural,,16.26
2803,Rural,,17.95
3581,,12.37,11.45
4522,Urban,22.92,14.67
4617,Rural,25.32,15.13
2087,Urban,24.27,17.82
902,Urban,20.83,14.19
2321,Rural,11.63,9.95
991,Rural,4.41,3.1
4434,Rural,13.01,9.35
1252,Urban,9.39,10.1
987,Rural,21.57,12.96
957,Urban,13.58,12.56
123,Urban,5.74,3.82
1054,Rural,16.22,8.52
903,Urban,8.01,9.8
3209,Urban,13.47,11.7
630,Urban,6.83,7.21
2066,Rural,22.63,13.82
4826,Urban,28.54,23.12
1239,Rural,30.87,15.71
2084,Rural,19.01,11.49
2893,Rural,28.85,16.03
2769,Urban,7.19,8.45
3466,Rural,11.83,8.71
2904,Urban,,21.43
3712,Rural,12.97,13.19
4305,Rural,27.19,18.06
4378,Rural,16.69,10.38
2305,Rural,5.26,4.13
2500,Urban,,15.1
231,Rural,24.61,13.26
851,Urban,9.04,11.18
4980,Urban,23.66,19.88
4134,Rural,12.33,7.51
3128,Urban,32.94,20.93
2028,Rural,34.51,18.29
2986,Rural,28.24,17.78
3310,Urban,19.76,19.21
4943,Rural,4.38,4.25
940,Urban,12.72,12.82
1645,Urban,12.3,14.2
2269,Urban,19.03,13.36
3518,,32.62,22.55
3658,Urban,10.31,6.16
3866,Urban,25.55,20.78
1987,Rural,17.31,9.88
3993,Rural,14.55,6.95
2096,Rural,22.37,15.29
2652,Urban,8.57,6.32
42,Urban,22.34,17.98
1768,Urban,11.2,9.96
475,Urban,4.3,6.21
1995,Rural,32.78,17.62
2692,Urban,31.31,22.05
3704,Rural,11.35,7.38
3120,Urban,20.42,18.87
2606,Urban,24.78,20.39
558,Urban,26.81,20.13
213,Rural,14.11,5.04
2459,Urban,10.98,9.87
1663,Rural,14.75,10.02
4100,Urban,15.72,11.54
3824,Urban,,5.14
3602,Urban,26.14,20.52
4438,Rural,11.12,8.21
4730,Urban,,5.87
1365,Rural,18.12,8.69
3973,Urban,12.52,12.33
3494,Rural,33.1,13.27
4037,Rural,7.33,6.75
2676,Urban,21.91,18.01
2184,Urban,27.91,23.88
200,Rural,12.77,8.22
4451,Urban,17.9,13.45
2543,Rural,22.32,12.49
3710,Rural,26.43,13.22
4381,Urban,4.37,10.73
3628,Rural,30.73,17.65
1936,Rural,18.73,12.97
3802,Rural,12.01,8.76
4407,Rural,11.2,8.46
3241,Urban,26.02,17.28
3081,Rural,13.73,3.68
4268,Urban,12.68,11.44
1525,Urban,6.07,9.38
1118,Rural,34.66,17.36
1651,Urban,6.75,8.77
906,Rural,,9.13
2391,Urban,24.15,16.49
1521,Urban,11.0,11.18
1556,Urban,26.1,18.2
2360,Urban,31.14,22.62
602,Urban,13.79,11.37
2523,Urban,21.37,16.85
3961,Urban,12.2,12.16
2412,Urban,17.85,13.66
4416,Urban,6.2,9.22
1734,Urban,,11.43
1426,Rural,8.86,6.66
161,Urban,23.12,18.08
1115,Urban,12.36,10.99
1726,Urban,6.78,6.71
2336,Urban,11.26,11.05
3229,Urban,22.27,15.96
4753,Rural,19.25,14.14
79,Urban,18.99,15.56
1872,Urban,6.57,8.51
2701,Urban,34.9,27.32
3638,Urban,18.17,15.27
4759,Urban,10.12,11.02
3013,Urban,23.74,15.37
3288,Rural,4.56,4.88
1095,Urban,10.35,10.17
623,Urban,,20.67
3316,Rural,13.26,10.35
3487,Urban,6.84,9.8
206,Urban,15.69,9.45
1088,Urban,10.39,9.0
3197,Rural,,11.38
2976,Urban,8.77,5.36
2049,Urban,10.36,9.82
1361,Rural,6.01,0.65
3367,Urban,17.87,15.28
3726,Rural,26.46,11.08
4187,Urban,26.58,21.53
3572,Urban,16.02,13.36
3228,Urban,7.9,6.57
1728,Rural,6.78,9.69
576,Rural,7.98,4.33
793,Urban,33.93,25.42
2365,Urban,18.88,16.86
1442,Urban,4.65,6.95
2720,Urban,34.55,20.95
3729,Urban,15.04,18.04
3211,Urban,9.39,7.93
907,Rural,17.85,8.69
920,Urban,,17.83
4310,Rural,14.89,6.77
2699,Rural,14.66,9.41
4118,Urban,34.57,23.28
2663,Urban,28.11,20.94
692,Urban,8.86,6.04
414,Urban,5.6,5.66
3485,Urban,26.34,19.4
4269,Rural,8.53,5.61
4135,Urban,28.07,23.46
2657,Rural,26.21,15.15
2071,Rural,15.32,7.33
4301,,12.22,11.99
4864,Urban,28.99,21.55
1895,Urban,19.24,14.36
2796,Urban,4.02,4.26
1312,Rural,20.25,9.78
811,Rural,9.16,5.86
3810,Urban,7.81,8.49
3585,Urban,18.37,13.84
2432,Rural,18.26,9.57
2924,,6.47,8.62
4131,Urban,11.58,11.81
1853,Rural,32.16,15.43
645,Urban,22.49,17.61
332,Rural,13.81,4.71
3490,Urban,9.62,9.21
4336,Urban,10.55,9.23
2154,Rural,31.6,15.11
4548,Rural,5.04,1.63
26,Rural,20.36,12.88
4383,Urban,21.92,18.46
3368,Urban,28.49,22.71
4242,Urban,25.56,17.12
3300,Rural,29.68,16.26
2966,Rural,4.96,6.92
695,Urban,27.4,20.25
3540,Urban,31.22,22.77
4904,Urban,21.31,16.98
1437,Urban,21.13,19.46
7,Urban,28.08,21.02
1150,Rural,33.33,19.96
3807,Urban,16.86,12.6
1331,Urban,5.16,6.99
2038,Urban,17.91,16.46
3514,Rural,25.33,14.66
1477,Rural,20.03,7.39
2335,Urban,14.92,9.97
816,Urban,5.76,8.59
4788,Rural,10.55,6.49
4596,Rural,15.64,8.23
1854,Rural,28.22,16.28
4901,Urban,4.72,10.02
2834,Urban,31.17,21.63
4287,Rural,22.94,13.79
1306,Rural,17.74,6.96
3471,Urban,10.82,8.96
1348,Urban,34.38,22.65
662,Rural,7.28,6.56
1982,Rural,20.63,11.33
412,Rural,12.48,13.14
4806,Urban,28.48,22.97
